#BLTrackFile test
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight
-19.317 7.334 0.318032 0 0 0 0.140606 13 342 1 0 1 
25.0934 -30.339 0.351847 0 0 0 0.133675 13 343 1 0 1 
22.4823 -4.875 0.306501 0 0 0 0.14147 13 344 1 0 1 
11.6348 -6.0624 0.305704 0 0 0 0.143974 13 345 1 0 1 
-26.2619 -15.2857 0.315072 0 0 0 0.141349 13 346 1 0 1 
-10.5956 -5.09056 0.325404 0 0 0 0.137319 13 347 1 0 1 
9.52237 1.66939 0.345654 0 0 0 0.134617 13 348 1 0 1 
-1.51072 17.9526 0.339461 0 0 0 0.135599 13 349 1 0 1 
-9.66309 -4.37402 0.319399 0 0 0 0.142034 13 350 1 0 1 
3.59184 28.63 0.329908 0 0 0 0.13888 13 351 1 0 1 
16.9006 -4.23297 0.326686 0 0 0 0.138316 13 352 1 0 1 
-5.21338 -12.188 0.314187 0 0 0 0.141916 13 353 1 0 1 
15.3138 -18.8563 0.311371 0 0 0 0.141529 13 354 1 0 1 
-1.40097 -3.85641 0.317875 0 0 0 0.140384 13 355 1 0 1 
-1.21284 9.76728 0.3282 0 0 0 0.140067 13 356 1 0 1 
23.2038 -1.60287 0.382363 0 0 0 0.130046 13 357 1 0 1 
-2.56171 7.06355 0.292004 0 0 0 0.145943 13 358 1 0 1 
-12.1124 -10.742 0.329297 0 0 0 0.13866 13 359 1 0 1 
0.516845 -7.87014 0.311863 0 0 0 0.14148 13 360 1 0 1 
-12.1029 36.1133 0.3549 0 0 0 0.133363 13 361 1 0 1 
-8.98435 -1.07888 0.287121 0 0 0 0.147993 13 362 1 0 1 
